Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:24:15.739000,SAI,55,0 days 00:01:39.079000,16.0,2.0,0 days 01:22:56.175000,,0 days 00:00:43.030000,0 days 00:00:31.842000,0 days 00:00:24.207000,0 days 01:23:19.693000,0 days 01:23:51.535000,0 days 01:24:15.742000,261.0,272.0,277.0,253.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:22:36.660000,2023-06-04 13:23:36.667,1,8.0,False,,False,False
0 days 01:25:35.904000,SAI,55,0 days 00:01:20.165000,17.0,2.0,,,0 days 00:00:23.897000,0 days 00:00:32.078000,0 days 00:00:24.190000,0 days 01:24:39.639000,0 days 01:25:11.717000,0 days 01:25:35.907000,265.0,271.0,278.0,309.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:24:15.739000,2023-06-04 13:25:15.746,1,7.0,False,,False,True
0 days 01:26:55.885000,SAI,55,0 days 00:01:19.981000,18.0,2.0,,,0 days 00:00:23.757000,0 days 00:00:31.947000,0 days 00:00:24.277000,0 days 01:25:59.664000,0 days 01:26:31.611000,0 days 01:26:55.888000,264.0,276.0,285.0,310.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:25:35.904000,2023-06-04 13:26:35.911,1,7.0,False,,False,True
0 days 01:28:15.717000,SAI,55,0 days 00:01:19.832000,19.0,2.0,,,0 days 00:00:23.405000,0 days 00:00:32.220000,0 days 00:00:24.207000,0 days 01:27:19.293000,0 days 01:27:51.513000,0 days 01:28:15.720000,266.0,274.0,277.0,327.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:26:55.885000,2023-06-04 13:27:55.892,1,6.0,False,,False,True
0 days 01:29:35.966000,SAI,55,0 days 00:01:20.249000,20.0,2.0,,,0 days 00:00:23.947000,0 days 00:00:32.120000,0 days 00:00:24.182000,0 days 01:28:39.667000,0 days 01:29:11.787000,0 days 01:29:35.969000,,273.0,277.0,307.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:28:15.717000,2023-06-04 13:29:15.724,1,5.0,False,,False,True
0 days 01:30:56.130000,SAI,55,0 days 00:01:20.164000,21.0,2.0,,,0 days 00:00:23.940000,0 days 00:00:31.985000,0 days 00:00:24.239000,0 days 01:29:59.909000,0 days 01:30:31.894000,0 days 01:30:56.133000,272.0,271.0,277.0,308.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:29:35.966000,2023-06-04 13:30:35.973,1,5.0,False,,False,True
0 days 01:32:16.402000,SAI,55,0 days 00:01:20.272000,22.0,2.0,,,0 days 00:00:23.883000,0 days 00:00:32.107000,0 days 00:00:24.282000,0 days 01:31:20.016000,0 days 01:31:52.123000,0 days 01:32:16.405000,269.0,273.0,277.0,307.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:30:56.130000,2023-06-04 13:31:56.137,1,5.0,False,,False,True
0 days 01:33:36.881000,SAI,55,0 days 00:01:20.479000,23.0,2.0,,,0 days 00:00:23.919000,0 days 00:00:32.342000,0 days 00:00:24.218000,0 days 01:32:40.324000,0 days 01:33:12.666000,0 days 01:33:36.884000,268.0,276.0,278.0,308.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:32:16.402000,2023-06-04 13:33:16.409,1,5.0,False,,False,True
0 days 01:34:57.358000,SAI,55,0 days 00:01:20.477000,24.0,2.0,,,0 days 00:00:23.872000,0 days 00:00:32.254000,0 days 00:00:24.351000,0 days 01:34:00.756000,0 days 01:34:33.010000,0 days 01:34:57.361000,267.0,276.0,277.0,,False,MEDIUM,9.0,True,Ferrari,0 days 01:33:36.881000,2023-06-04 13:34:36.888,1,5.0,False,,False,True
0 days 01:36:18.051000,SAI,55,0 days 00:01:20.693000,25.0,2.0,,,0 days 00:00:23.974000,0 days 00:00:32.336000,0 days 00:00:24.383000,0 days 01:35:21.335000,0 days 01:35:53.671000,0 days 01:36:18.054000,265.0,277.0,277.0,,False,MEDIUM,10.0,True,Ferrari,0 days 01:34:57.358000,2023-06-04 13:35:57.365,1,4.0,False,,False,True
0 days 01:37:38.366000,SAI,55,0 days 00:01:20.315000,26.0,2.0,,,0 days 00:00:23.848000,0 days 00:00:32.237000,0 days 00:00:24.230000,0 days 01:36:41.902000,0 days 01:37:14.139000,0 days 01:37:38.369000,270.0,280.0,279.0,307.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:36:18.051000,2023-06-04 13:37:18.058,1,3.0,False,,False,True
0 days 01:38:58.699000,SAI,55,0 days 00:01:20.333000,27.0,2.0,,,0 days 00:00:23.856000,0 days 00:00:32.247000,0 days 00:00:24.230000,0 days 01:38:02.225000,0 days 01:38:34.472000,0 days 01:38:58.702000,268.0,276.0,278.0,308.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:37:38.366000,2023-06-04 13:38:38.373,1,2.0,False,,False,True
0 days 01:40:20.149000,SAI,55,0 days 00:01:21.450000,28.0,2.0,,,0 days 00:00:24.491000,0 days 00:00:32.554000,0 days 00:00:24.405000,0 days 01:39:23.193000,0 days 01:39:55.747000,0 days 01:40:20.152000,257.0,275.0,278.0,,False,MEDIUM,13.0,True,Ferrari,0 days 01:38:58.699000,2023-06-04 13:39:58.706,1,3.0,False,,False,True
0 days 01:41:40.836000,SAI,55,0 days 00:01:20.687000,29.0,2.0,,,0 days 00:00:23.903000,0 days 00:00:32.444000,0 days 00:00:24.340000,0 days 01:40:44.055000,0 days 01:41:16.499000,0 days 01:41:40.839000,269.0,277.0,278.0,310.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:40:20.149000,2023-06-04 13:41:20.156,1,3.0,False,,False,True
0 days 01:43:01.093000,SAI,55,0 days 00:01:20.257000,30.0,2.0,,,0 days 00:00:23.803000,0 days 00:00:32.229000,0 days 00:00:24.225000,0 days 01:42:04.642000,0 days 01:42:36.871000,0 days 01:43:01.096000,273.0,277.0,278.0,309.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:41:40.836000,2023-06-04 13:42:40.843,1,3.0,False,,False,True
0 days 01:44:21.350000,SAI,55,0 days 00:01:20.257000,31.0,2.0,,,0 days 00:00:23.779000,0 days 00:00:32.173000,0 days 00:00:24.305000,0 days 01:43:24.875000,0 days 01:43:57.048000,0 days 01:44:21.353000,,281.0,278.0,308.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:43:01.093000,2023-06-04 13:44:01.100,1,3.0,False,,False,True
0 days 01:45:41.440000,SAI,55,0 days 00:01:20.090000,32.0,2.0,,,0 days 00:00:23.788000,0 days 00:00:32.149000,0 days 00:00:24.153000,0 days 01:44:45.141000,0 days 01:45:17.290000,0 days 01:45:41.443000,269.0,280.0,278.0,,False,MEDIUM,17.0,True,Ferrari,0 days 01:44:21.350000,2023-06-04 13:45:21.357,1,3.0,False,,False,True
0 days 01:47:01.756000,SAI,55,0 days 00:01:20.316000,33.0,2.0,,,0 days 00:00:23.832000,0 days 00:00:32.183000,0 days 00:00:24.301000,0 days 01:46:05.275000,0 days 01:46:37.458000,0 days 01:47:01.759000,273.0,281.0,278.0,306.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:45:41.440000,2023-06-04 13:46:41.447,1,3.0,False,,False,True
0 days 01:48:22.099000,SAI,55,0 days 00:01:20.343000,34.0,2.0,,,0 days 00:00:23.883000,0 days 00:00:32.260000,0 days 00:00:24.200000,0 days 01:47:25.642000,0 days 01:47:57.902000,0 days 01:48:22.102000,269.0,279.0,277.0,307.0,False,MEDIUM,19.0,True,Ferrari,0 days 01:47:01.756000,2023-06-04 13:48:01.763,1,3.0,False,,False,True
0 days 01:49:44.406000,SAI,55,0 days 00:01:22.307000,35.0,2.0,,,0 days 00:00:25.099000,0 days 00:00:32.725000,0 days 00:00:24.483000,0 days 01:48:47.201000,0 days 01:49:19.926000,0 days 01:49:44.409000,257.0,278.0,275.0,308.0,False,MEDIUM,20.0,True,Ferrari,0 days 01:48:22.099000,2023-06-04 13:49:22.106,1,4.0,False,,False,True
0 days 01:51:05.118000,SAI,55,0 days 00:01:20.712000,36.0,2.0,,,0 days 00:00:23.993000,0 days 00:00:32.419000,0 days 00:00:24.300000,0 days 01:50:08.402000,0 days 01:50:40.821000,0 days 01:51:05.121000,269.0,278.0,276.0,309.0,False,MEDIUM,21.0,True,Ferrari,0 days 01:49:44.406000,2023-06-04 13:50:44.413,1,4.0,False,,False,True
0 days 01:52:25.251000,SAI,55,0 days 00:01:20.133000,37.0,2.0,,,0 days 00:00:23.735000,0 days 00:00:32.130000,0 days 00:00:24.268000,0 days 01:51:28.856000,0 days 01:52:00.986000,0 days 01:52:25.254000,272.0,283.0,279.0,,False,MEDIUM,22.0,True,Ferrari,0 days 01:51:05.118000,2023-06-04 13:52:05.125,1,4.0,False,,False,True
0 days 01:53:45.641000,SAI,55,0 days 00:01:20.390000,38.0,2.0,,,0 days 00:00:23.871000,0 days 00:00:32.254000,0 days 00:00:24.265000,0 days 01:52:49.125000,0 days 01:53:21.379000,0 days 01:53:45.644000,271.0,278.0,277.0,,False,MEDIUM,23.0,True,Ferrari,0 days 01:52:25.251000,2023-06-04 13:53:25.258,1,4.0,False,,False,True
0 days 01:55:05.792000,SAI,55,0 days 00:01:20.151000,39.0,2.0,,,0 days 00:00:23.766000,0 days 00:00:32.070000,0 days 00:00:24.315000,0 days 01:54:09.410000,0 days 01:54:41.480000,0 days 01:55:05.795000,273.0,281.0,277.0,,False,MEDIUM,24.0,True,Ferrari,0 days 01:53:45.641000,2023-06-04 13:54:45.648,1,4.0,False,,False,True
0 days 01:56:25.845000,SAI,55,0 days 00:01:20.053000,40.0,2.0,,,0 days 00:00:23.778000,0 days 00:00:32.086000,0 days 00:00:24.189000,0 days 01:55:29.573000,0 days 01:56:01.659000,0 days 01:56:25.848000,275.0,281.0,277.0,308.0,False,MEDIUM,25.0,True,Ferrari,0 days 01:55:05.792000,2023-06-04 13:56:05.799,1,4.0,False,,False,True
0 days 01:57:50.125000,SAI,55,0 days 00:01:24.280000,41.0,2.0,,0 days 01:57:47.341000,0 days 00:00:23.902000,0 days 00:00:32.354000,0 days 00:00:28.024000,0 days 01:56:49.750000,0 days 01:57:22.104000,0 days 01:57:50.128000,271.0,278.0,,,False,MEDIUM,26.0,True,Ferrari,0 days 01:56:25.845000,2023-06-04 13:57:25.852,1,5.0,False,,False,False
0 days 01:59:29.277000,SAI,55,0 days 00:01:39.152000,42.0,3.0,0 days 01:58:09.746000,,0 days 00:00:43.046000,0 days 00:00:32.154000,0 days 00:00:23.952000,0 days 01:58:33.174000,0 days 01:59:05.328000,0 days 01:59:29.280000,260.0,264.0,277.0,255.0,False,HARD,1.0,True,Ferrari,0 days 01:57:50.125000,2023-06-04 13:58:50.132,1,6.0,False,,False,False
0 days 02:00:48.608000,SAI,55,0 days 00:01:19.331000,43.0,3.0,,,0 days 00:00:23.868000,0 days 00:00:31.674000,0 days 00:00:23.789000,0 days 01:59:53.148000,0 days 02:00:24.822000,0 days 02:00:48.611000,267.0,270.0,278.0,305.0,True,HARD,2.0,True,Ferrari,0 days 01:59:29.277000,2023-06-04 14:00:29.284,1,6.0,False,,False,True
0 days 02:02:07.849000,SAI,55,0 days 00:01:19.241000,44.0,3.0,,,0 days 00:00:23.770000,0 days 00:00:31.708000,0 days 00:00:23.763000,0 days 02:01:12.381000,0 days 02:01:44.089000,0 days 02:02:07.852000,264.0,274.0,277.0,306.0,True,HARD,3.0,True,Ferrari,0 days 02:00:48.608000,2023-06-04 14:01:48.615,1,6.0,False,,False,True
0 days 02:03:27.174000,SAI,55,0 days 00:01:19.325000,45.0,3.0,,,0 days 00:00:23.794000,0 days 00:00:31.768000,0 days 00:00:23.763000,0 days 02:02:31.646000,0 days 02:03:03.414000,0 days 02:03:27.177000,269.0,276.0,279.0,305.0,False,HARD,4.0,True,Ferrari,0 days 02:02:07.849000,2023-06-04 14:03:07.856,1,5.0,False,,False,True
0 days 02:04:45.872000,SAI,55,0 days 00:01:18.698000,46.0,3.0,,,0 days 00:00:23.632000,0 days 00:00:31.483000,0 days 00:00:23.583000,0 days 02:03:50.809000,0 days 02:04:22.292000,0 days 02:04:45.875000,271.0,277.0,279.0,,True,HARD,5.0,True,Ferrari,0 days 02:03:27.174000,2023-06-04 14:04:27.181,1,5.0,False,,False,True
0 days 02:06:04.434000,SAI,55,0 days 00:01:18.562000,47.0,3.0,,,0 days 00:00:23.575000,0 days 00:00:31.477000,0 days 00:00:23.510000,0 days 02:05:09.450000,0 days 02:05:40.927000,0 days 02:06:04.437000,272.0,278.0,280.0,307.0,True,HARD,6.0,True,Ferrari,0 days 02:04:45.872000,2023-06-04 14:05:45.879,1,5.0,False,,False,True
0 days 02:07:22.955000,SAI,55,0 days 00:01:18.521000,48.0,3.0,,,0 days 00:00:23.533000,0 days 00:00:31.516000,0 days 00:00:23.472000,0 days 02:06:27.970000,0 days 02:06:59.486000,0 days 02:07:22.958000,,278.0,280.0,,True,HARD,7.0,True,Ferrari,0 days 02:06:04.434000,2023-06-04 14:07:04.441,1,5.0,False,,False,True
0 days 02:08:41.590000,SAI,55,0 days 00:01:18.635000,49.0,3.0,,,0 days 00:00:23.490000,0 days 00:00:31.558000,0 days 00:00:23.587000,0 days 02:07:46.448000,0 days 02:08:18.006000,0 days 02:08:41.593000,274.0,279.0,279.0,306.0,False,HARD,8.0,True,Ferrari,0 days 02:07:22.955000,2023-06-04 14:08:22.962,1,5.0,False,,False,True
0 days 02:10:00.108000,SAI,55,0 days 00:01:18.518000,50.0,3.0,,,0 days 00:00:23.467000,0 days 00:00:31.494000,0 days 00:00:23.557000,0 days 02:09:05.060000,0 days 02:09:36.554000,0 days 02:10:00.111000,,280.0,281.0,307.0,True,HARD,9.0,True,Ferrari,0 days 02:08:41.590000,2023-06-04 14:09:41.597,1,5.0,False,,False,True
0 days 02:11:18.670000,SAI,55,0 days 00:01:18.562000,51.0,3.0,,,0 days 00:00:23.461000,0 days 00:00:31.466000,0 days 00:00:23.635000,0 days 02:10:23.572000,0 days 02:10:55.038000,0 days 02:11:18.673000,275.0,279.0,280.0,,False,HARD,10.0,True,Ferrari,0 days 02:10:00.108000,2023-06-04 14:11:00.115,1,4.0,False,,False,True
0 days 02:12:37.265000,SAI,55,0 days 00:01:18.595000,52.0,3.0,,,0 days 00:00:23.473000,0 days 00:00:31.586000,0 days 00:00:23.536000,0 days 02:11:42.146000,0 days 02:12:13.732000,0 days 02:12:37.268000,273.0,281.0,281.0,,False,HARD,11.0,True,Ferrari,0 days 02:11:18.670000,2023-06-04 14:12:18.677,1,4.0,False,,False,True
0 days 02:13:57.003000,SAI,55,0 days 00:01:19.738000,53.0,3.0,,,0 days 00:00:23.986000,0 days 00:00:31.959000,0 days 00:00:23.793000,0 days 02:13:01.254000,0 days 02:13:33.213000,0 days 02:13:57.006000,268.0,279.0,281.0,308.0,False,HARD,12.0,True,Ferrari,0 days 02:12:37.265000,2023-06-04 14:13:37.272,1,5.0,False,,False,True
0 days 02:15:15.889000,SAI,55,0 days 00:01:18.886000,54.0,3.0,,,0 days 00:00:23.509000,0 days 00:00:31.687000,0 days 00:00:23.690000,0 days 02:14:20.515000,0 days 02:14:52.202000,0 days 02:15:15.892000,272.0,277.0,282.0,,False,HARD,13.0,True,Ferrari,0 days 02:13:57.003000,2023-06-04 14:14:57.010,1,5.0,False,,False,True
0 days 02:16:34.402000,SAI,55,0 days 00:01:18.513000,55.0,3.0,,,0 days 00:00:23.438000,0 days 00:00:31.519000,0 days 00:00:23.556000,0 days 02:15:39.330000,0 days 02:16:10.849000,0 days 02:16:34.405000,271.0,282.0,282.0,309.0,True,HARD,14.0,True,Ferrari,0 days 02:15:15.889000,2023-06-04 14:16:15.896,1,5.0,False,,False,True
0 days 02:17:52.961000,SAI,55,0 days 00:01:18.559000,56.0,3.0,,,0 days 00:00:23.326000,0 days 00:00:31.544000,0 days 00:00:23.689000,0 days 02:16:57.731000,0 days 02:17:29.275000,0 days 02:17:52.964000,276.0,280.0,280.0,,False,HARD,15.0,True,Ferrari,0 days 02:16:34.402000,2023-06-04 14:17:34.409,1,5.0,False,,False,True
0 days 02:19:11.686000,SAI,55,0 days 00:01:18.725000,57.0,3.0,,,0 days 00:00:23.463000,0 days 00:00:31.614000,0 days 00:00:23.648000,0 days 02:18:16.427000,0 days 02:18:48.041000,0 days 02:19:11.689000,275.0,282.0,280.0,,False,HARD,16.0,True,Ferrari,0 days 02:17:52.961000,2023-06-04 14:18:52.968,1,5.0,False,,False,True
0 days 02:20:30.309000,SAI,55,0 days 00:01:18.623000,58.0,3.0,,,0 days 00:00:23.359000,0 days 00:00:31.572000,0 days 00:00:23.692000,0 days 02:19:35.048000,0 days 02:20:06.620000,0 days 02:20:30.312000,,284.0,280.0,308.0,False,HARD,17.0,True,Ferrari,0 days 02:19:11.686000,2023-06-04 14:20:11.693,1,5.0,False,,False,True
0 days 02:21:49.108000,SAI,55,0 days 00:01:18.799000,59.0,3.0,,,0 days 00:00:23.500000,0 days 00:00:31.568000,0 days 00:00:23.731000,0 days 02:20:53.812000,0 days 02:21:25.380000,0 days 02:21:49.111000,273.0,282.0,280.0,307.0,False,HARD,18.0,True,Ferrari,0 days 02:20:30.309000,2023-06-04 14:21:30.316,1,5.0,False,,False,True
0 days 02:23:07.511000,SAI,55,0 days 00:01:18.403000,60.0,3.0,,,0 days 00:00:23.388000,0 days 00:00:31.454000,0 days 00:00:23.561000,0 days 02:22:12.499000,0 days 02:22:43.953000,0 days 02:23:07.514000,276.0,283.0,281.0,308.0,True,HARD,19.0,True,Ferrari,0 days 02:21:49.108000,2023-06-04 14:22:49.115,1,5.0,False,,False,True
0 days 02:24:26.225000,SAI,55,0 days 00:01:18.714000,61.0,3.0,,,0 days 00:00:23.283000,0 days 00:00:31.593000,0 days 00:00:23.838000,0 days 02:23:30.797000,0 days 02:24:02.390000,0 days 02:24:26.228000,,280.0,279.0,309.0,False,HARD,20.0,True,Ferrari,0 days 02:23:07.511000,2023-06-04 14:24:07.518,1,5.0,False,,False,True
0 days 02:25:44.937000,SAI,55,0 days 00:01:18.712000,62.0,3.0,,,0 days 00:00:23.398000,0 days 00:00:31.568000,0 days 00:00:23.746000,0 days 02:24:49.626000,0 days 02:25:21.194000,0 days 02:25:44.940000,,284.0,283.0,,False,HARD,21.0,True,Ferrari,0 days 02:24:26.225000,2023-06-04 14:25:26.232,1,5.0,False,,False,True
0 days 02:27:03.936000,SAI,55,0 days 00:01:18.999000,63.0,3.0,,,0 days 00:00:23.356000,0 days 00:00:31.871000,0 days 00:00:23.772000,0 days 02:26:08.296000,0 days 02:26:40.167000,0 days 02:27:03.939000,,283.0,279.0,311.0,False,HARD,22.0,True,Ferrari,0 days 02:25:44.937000,2023-06-04 14:26:44.944,1,5.0,False,,False,True
0 days 02:28:22.623000,SAI,55,0 days 00:01:18.687000,64.0,3.0,,,0 days 00:00:23.312000,0 days 00:00:31.620000,0 days 00:00:23.755000,0 days 02:27:27.251000,0 days 02:27:58.871000,0 days 02:28:22.626000,,286.0,282.0,309.0,False,HARD,23.0,True,Ferrari,0 days 02:27:03.936000,2023-06-04 14:28:03.943,1,5.0,False,,False,True
0 days 02:29:41.408000,SAI,55,0 days 00:01:18.785000,65.0,3.0,,,0 days 00:00:23.351000,0 days 00:00:31.885000,0 days 00:00:23.549000,0 days 02:28:45.977000,0 days 02:29:17.862000,0 days 02:29:41.411000,272.0,288.0,282.0,311.0,False,HARD,24.0,True,Ferrari,0 days 02:28:22.623000,2023-06-04 14:29:22.630,1,5.0,False,,False,True
0 days 02:30:59.855000,SAI,55,0 days 00:01:18.447000,66.0,3.0,,,0 days 00:00:23.321000,0 days 00:00:31.522000,0 days 00:00:23.604000,0 days 02:30:04.732000,0 days 02:30:36.254000,0 days 02:30:59.858000,277.0,284.0,282.0,307.0,False,HARD,25.0,True,Ferrari,0 days 02:29:41.408000,2023-06-04 14:30:41.415,1,5.0,False,,False,True
